"timeMillisSpent","score"
14903,"0.0hard/-46464438.185760573996200soft"
14913,"0.0hard/-46421916.5419348914802soft"
14916,"0.0hard/-46419607.2229396871152soft"
14919,"0.0hard/-46392863.9589347233112soft"
14923,"0.0hard/-46390800.3397707930962soft"
14928,"0.0hard/-46378381.2465576822232soft"
14933,"0.0hard/-46355237.5646861738642soft"
14935,"0.0hard/-46314279.2762390080082soft"
14938,"0.0hard/-46311213.8337749677742soft"
14939,"0.0hard/-46305599.6208807709442soft"
14943,"0.0hard/-46300383.5236446718182soft"
14945,"0.0hard/-46293957.1752846484782soft"
14948,"0.0hard/-46284749.8148699044202soft"
14954,"0.0hard/-46280955.0296865512192soft"
14956,"0.0hard/-46267180.8214854413172soft"
14957,"0.0hard/-46258314.6551836848652soft"
14960,"0.0hard/-46257151.0156591209212soft"
14968,"0.0hard/-46240126.3114646321712soft"
14973,"0.0hard/-46210133.4646826477082soft"
14979,"0.0hard/-46199503.5845208757132soft"
14980,"0.0hard/-46179075.9576367888862soft"
14983,"0.0hard/-46114169.9654432325112soft"
14987,"0.0hard/-46114032.7609088256352soft"
14989,"0.0hard/-46057722.6613768047762soft"
14992,"0.0hard/-46053178.8082053930392soft"
14996,"0.0hard/-46040170.3920877455902soft"
14997,"0.0hard/-46032824.1078467780962soft"
15000,"0.0hard/-46027300.9999188138172soft"
15005,"0.0hard/-46018903.4873058650062soft"
15007,"0.0hard/-46010582.8424000059432soft"
15010,"0.0hard/-46007585.8147784391052soft"
15012,"0.0hard/-45985454.0185490197322soft"
15014,"0.0hard/-45976716.2241219413122soft"
15018,"0.0hard/-45969954.6692780504162soft"
15020,"0.0hard/-45951868.5895981337592soft"
15021,"0.0hard/-45884799.2556245925092soft"
15023,"0.0hard/-45879996.0183717468692soft"
15026,"0.0hard/-45871827.6663315240332soft"
15030,"0.0hard/-45858352.9955659708282soft"
15032,"0.0hard/-45826853.6673724500322soft"
15034,"0.0hard/-45805266.2749692975842soft"
15039,"0.0hard/-45785770.1164024460552soft"
15041,"0.0hard/-45770264.5435823564712soft"
15045,"0.0hard/-45738152.0907728988332soft"
15048,"0.0hard/-45729065.5385254929682soft"
15056,"0.0hard/-45709434.4976008217542soft"
15057,"0.0hard/-45692101.0444994592632soft"
15059,"0.0hard/-45689345.9301713503172soft"
15061,"0.0hard/-45647586.3286705854772soft"
15065,"0.0hard/-45644831.6110177740662soft"
15066,"0.0hard/-45638677.2196900154462soft"
15069,"0.0hard/-45633856.8551098789042soft"
15070,"0.0hard/-45614333.9555656581912soft"
15071,"0.0hard/-45589381.7674852116332soft"
15072,"0.0hard/-45578372.0810314936192soft"
15075,"0.0hard/-45576399.5368803164452soft"
15078,"0.0hard/-45573260.4828795446892soft"
15081,"0.0hard/-45539674.8708092371452soft"
15083,"0.0hard/-45530335.5894258284032soft"
15084,"0.0hard/-45514494.6409140560472soft"
15087,"0.0hard/-45499325.9736962871512soft"
15090,"0.0hard/-45423767.4887184054332soft"
15092,"0.0hard/-45406923.1882999265232soft"
15094,"0.0hard/-45380879.4287553432272soft"
15096,"0.0hard/-45358317.4541329502792soft"
15098,"0.0hard/-45350415.7191726561202soft"
15099,"0.0hard/-45347728.7320592439802soft"
15103,"0.0hard/-45338384.6375098509482soft"
15104,"0.0hard/-45316481.6614588122216soft"
15106,"0.0hard/-45288192.9762102347286soft"
15108,"0.0hard/-45248336.0103017149726soft"
15109,"0.0hard/-45234642.2348859332896soft"
15111,"0.0hard/-45229670.8510670513086soft"
15113,"0.0hard/-45221741.6829710955826soft"
15116,"0.0hard/-45220654.2189257257876soft"
15118,"0.0hard/-45207452.4756672149566soft"
15121,"0.0hard/-45182944.4044751857496soft"
15122,"0.0hard/-45180503.9093193530486soft"
15124,"0.0hard/-45147517.8851374559116soft"
15126,"0.0hard/-45131697.1017123930246soft"
15129,"0.0hard/-45131457.3682007522586soft"
15131,"0.0hard/-45130399.9115432170966soft"
15134,"0.0hard/-45101976.1282498044346soft"
15136,"0.0hard/-45075494.7268782994686soft"
15137,"0.0hard/-45067609.7056270752056soft"
15139,"0.0hard/-45024581.9147950711126soft"
15143,"0.0hard/-45009590.0056735596466soft"
15146,"0.0hard/-45005346.7578329327866soft"
15148,"0.0hard/-45004955.0452440876716soft"
15151,"0.0hard/-44933374.2577843680596soft"
15153,"0.0hard/-44923877.7240373332496soft"
15155,"0.0hard/-44915503.8762824044296soft"
